cust_number,social_security_num,firstname,lastname,birthdate,email_address,contact_number,street_address,city,state_code,postal_code,nation,fico_score,annual_income,customer_type
3858900,779-67-9065,Robert,Miller,1964-04-05,robert.miller@example.com,(273)-869-2102,7330 Elm St,Houston,IL,35615,United States,834,79855.43,Business
3523187,389-81-3625,John,Brown,1989-08-08,john.brown@example.com,(246)-104-2533,7814 1st Ave,Phoenix,AZ,49762,United States,781,74296.27,Personal
8137861,284-53-4834,William,Brown,1939-02-12,william.brown@example.com,(161)-178-8484,632 Main St,Chicago,CA,34818,United States,594,58693.32,Personal
5088933,371-44-8871,Barbara,Smith,1998-06-04,barbara.smith@example.com,(344)-514-8823,7990 2nd Ave,Los Angeles,IL,29048,United States,404,109878.51,Business
1527136,351-69-9373,John,Johnson,1969-09-08,john.johnson@example.com,(417)-250-6017,8679 Broadway,Phoenix,AZ,67860,United States,313,63181.82,Business
1197249,513-40-3976,Elizabeth,Brown,1976-03-17,elizabeth.brown@example.com,(879)-381-1264,6988 Broadway,Chicago,NY,91827,United States,654,137570.46,Business
7870625,533-61-6283,Barbara,Miller,1958-12-23,barbara.miller@example.com,(399)-949-5820,1780 Broadway,New York,NY,80622,United States,640,129405.43,Personal
5718483,392-73-8715,Robert,Davis,1977-10-11,robert.davis@example.com,(237)-332-8993,4503 Main St,New York,CA,54369,United States,802,102738.52,Business
5052784,585-34-4602,Patricia,Miller,1959-09-26,patricia.miller@example.com,(854)-453-6134,4457 1st Ave,Houston,NY,35154,United States,433,35951.05,Business
1927303,390-39-4427,Robert,Jones,1935-03-19,robert.jones@example.com,(429)-296-7899,9621 Broadway,Los Angeles,NY,12222,United States,490,149197.43,Personal
6308982,272-69-1950,John,Johnson,1936-07-21,john.johnson@example.com,(118)-635-2319,6175 1st Ave,Phoenix,TX,64817,United States,375,66082.71,Personal
5830194,141-48-3657,Robert,Wilson,1994-09-25,robert.wilson@example.com,(938)-531-2924,711 Broadway,Chicago,NY,86207,United States,465,95074.14,Personal
1061729,342-79-2138,Linda,Johnson,1950-01-09,linda.johnson@example.com,(916)-802-4460,6479 Elm St,Chicago,NY,39303,United States,396,94938.39,Personal
7673071,793-30-2638,Elizabeth,Davis,1990-11-26,elizabeth.davis@example.com,(204)-534-5306,2994 2nd Ave,New York,TX,27698,United States,656,37834.07,Business
9611394,702-71-1969,Barbara,Miller,1979-10-24,barbara.miller@example.com,(347)-875-7704,9383 2nd Ave,New York,IL,31422,United States,727,129481.26,Business
9946565,751-83-9499,Michael,Smith,2004-11-13,michael.smith@example.com,(617)-584-6093,7790 2nd Ave,Los Angeles,TX,73178,United States,594,123218.45,Personal
1507629,515-20-4659,Linda,Brown,1979-05-13,linda.brown@example.com,(406)-306-1178,1114 Broadway,Houston,CA,25709,United States,424,112600.17,Business
1038159,162-83-3030,William,Wilson,1932-04-01,william.wilson@example.com,(513)-932-1913,3123 Elm St,Los Angeles,IL,95869,United States,413,120799.28,Personal
6130180,815-79-2062,Patricia,Miller,1974-08-19,patricia.miller@example.com,(917)-627-6629,5957 Elm St,Chicago,CA,67425,United States,800,32368.11,Personal
3800894,193-11-1244,Mary,Davis,1938-03-23,mary.davis@example.com,(288)-705-1612,8187 Elm St,New York,CA,84429,United States,612,137372.54,Personal
7546345,912-37-2256,James,Wilson,1997-11-22,james.wilson@example.com,(870)-615-3462,8788 Broadway,Chicago,TX,24473,United States,764,58148.15,Personal
1680590,698-53-5843,Elizabeth,Brown,1939-01-17,elizabeth.brown@example.com,(561)-968-1675,2556 Elm St,Phoenix,TX,38347,United States,701,100471.98,Business
4513062,892-72-9280,Barbara,Brown,1939-11-30,barbara.brown@example.com,(217)-235-3794,1166 Elm St,Chicago,NY,37552,United States,661,105478.04,Personal
3947991,639-92-6967,Robert,Davis,1949-03-25,robert.davis@example.com,(460)-665-3422,916 Elm St,Houston,IL,19172,United States,841,75419.48,Personal
3540683,189-12-4494,Elizabeth,Smith,1997-04-24,elizabeth.smith@example.com,(260)-457-4747,7077 1st Ave,Houston,CA,97794,United States,638,41548.95,Personal
8672660,888-77-8826,John,Brown,1966-09-17,john.brown@example.com,(455)-897-8700,4219 Main St,Houston,AZ,23479,United States,627,109280.94,Business
8543186,546-63-3965,Barbara,Davis,1997-10-03,barbara.davis@example.com,(925)-785-1842,8910 Elm St,Houston,IL,89999,United States,820,77082.98,Business
3723958,159-80-9059,Michael,Johnson,2001-12-29,michael.johnson@example.com,(600)-628-5092,2467 Main St,Phoenix,TX,38320,United States,697,125201.84,Personal
4804978,634-68-7485,Barbara,Brown,1978-07-03,barbara.brown@example.com,(210)-114-9830,3100 1st Ave,Phoenix,NY,95830,United States,406,134984.85,Business
2362609,894-84-1511,Linda,Moore,1997-05-02,linda.moore@example.com,(320)-829-3735,7531 1st Ave,New York,AZ,54569,United States,747,84867.34,Business
3416449,633-79-2620,John,Johnson,1960-11-09,john.johnson@example.com,(709)-667-2271,2056 Elm St,Houston,IL,79859,United States,570,72276.71,Personal
3449816,213-78-2086,Patricia,Johnson,1955-10-08,patricia.johnson@example.com,(761)-447-9621,9015 2nd Ave,Phoenix,IL,29378,United States,553,100238.01,Personal
1238884,578-43-2502,John,Williams,2002-11-04,john.williams@example.com,(355)-103-7674,7910 Main St,New York,CA,33284,United States,387,109059.85,Personal
4519703,373-62-4715,Robert,Miller,1984-02-11,robert.miller@example.com,(343)-103-4035,6174 Broadway,Los Angeles,NY,97597,United States,734,113223.9,Personal
7292476,355-29-5609,William,Miller,1990-06-06,william.miller@example.com,(873)-365-7756,2291 Elm St,Houston,AZ,23124,United States,509,107892.02,Personal
5986398,636-19-1878,Barbara,Smith,1999-08-15,barbara.smith@example.com,(259)-477-2318,9457 1st Ave,Phoenix,NY,54497,United States,423,81642.01,Business
2143211,804-30-7937,William,Williams,1985-08-20,william.williams@example.com,(755)-561-1876,4555 2nd Ave,Los Angeles,TX,96722,United States,674,106289.51,Personal
3345462,843-13-7171,William,Moore,1989-08-30,william.moore@example.com,(407)-103-3431,3094 Main St,Houston,CA,69170,United States,465,108412.79,Personal
1663823,564-78-1904,James,Wilson,1986-11-19,james.wilson@example.com,(543)-814-8636,7095 2nd Ave,New York,NY,48090,United States,767,106363.19,Personal
1536653,840-64-4956,Elizabeth,Wilson,1931-11-06,elizabeth.wilson@example.com,(812)-947-6257,1877 Broadway,Chicago,CA,13615,United States,806,92500.05,Personal
2948351,862-38-4832,Barbara,Taylor,1988-12-20,barbara.taylor@example.com,(319)-371-7520,3393 Broadway,New York,TX,94162,United States,370,58629.83,Personal
3805564,589-17-9319,Patricia,Brown,1997-07-27,patricia.brown@example.com,(957)-126-9159,7854 1st Ave,Phoenix,IL,44998,United States,386,103707.42,Personal
2349408,619-25-6957,John,Moore,1939-10-07,john.moore@example.com,(138)-346-9905,8184 Elm St,Houston,AZ,83300,United States,842,40215.24,Personal
6463356,112-61-4437,James,Johnson,2001-07-22,james.johnson@example.com,(206)-711-5180,2885 2nd Ave,Houston,AZ,83785,United States,682,71463.15,Business
6205380,788-97-6863,Robert,Taylor,1931-09-25,robert.taylor@example.com,(187)-693-8507,9371 Elm St,Houston,CA,57027,United States,784,44548.9,Business
9655310,725-53-6459,Robert,Wilson,1971-07-14,robert.wilson@example.com,(181)-521-4872,7342 Main St,Los Angeles,AZ,31705,United States,764,76248.29,Business
3140287,996-40-9562,Michael,Brown,1973-08-28,michael.brown@example.com,(531)-376-5286,8509 1st Ave,Los Angeles,CA,43009,United States,685,42552.82,Business
3425044,417-82-1571,William,Brown,1985-03-08,william.brown@example.com,(318)-275-8862,7675 Elm St,Houston,AZ,70932,United States,361,111953.23,Personal
6704452,663-49-4226,Linda,Brown,1942-08-14,linda.brown@example.com,(454)-306-3425,6045 Main St,Los Angeles,CA,79763,United States,679,142499.22,Business
5886114,710-82-8069,James,Johnson,1951-08-21,james.johnson@example.com,(576)-916-6126,1029 Elm St,Houston,NY,78680,United States,780,111075.18,Personal
5511940,796-39-2412,Patricia,Miller,1983-03-21,patricia.miller@example.com,(378)-247-1777,9404 Elm St,Phoenix,NY,95137,United States,624,45423.28,Personal
5755086,553-95-5969,Linda,Williams,2005-01-11,linda.williams@example.com,(958)-824-4262,7427 Main St,Houston,IL,56235,United States,438,64290.35,Personal
2316824,148-12-6635,Linda,Smith,1986-03-10,linda.smith@example.com,(701)-949-7358,8289 Broadway,New York,NY,98925,United States,494,76763.35,Business
4389341,506-59-1782,Elizabeth,Davis,1933-07-19,elizabeth.davis@example.com,(871)-839-2042,4451 Elm St,Los Angeles,TX,97030,United States,742,146652.36,Business
7956381,133-68-4184,Robert,Smith,1967-01-17,robert.smith@example.com,(112)-734-6570,6652 2nd Ave,Phoenix,NY,42543,United States,742,103936.77,Personal
9926421,687-95-4825,Robert,Wilson,1975-02-20,robert.wilson@example.com,(157)-965-2609,5243 1st Ave,Chicago,IL,27511,United States,455,93672.47,Personal
2525364,645-17-5447,Elizabeth,Taylor,1981-05-29,elizabeth.taylor@example.com,(171)-838-6492,3633 Elm St,Phoenix,AZ,24309,United States,312,49523.05,Personal
3318289,231-90-2638,Mary,Miller,1977-07-06,mary.miller@example.com,(732)-338-9727,9749 Main St,Los Angeles,NY,10433,United States,510,30005.27,Business
3783982,843-81-7730,Linda,Jones,1958-01-28,linda.jones@example.com,(777)-332-4124,1720 Broadway,Chicago,NY,22486,United States,587,96700.03,Personal
5154801,930-81-8122,Patricia,Johnson,1955-06-04,patricia.johnson@example.com,(314)-365-1313,8603 Broadway,Los Angeles,NY,97889,United States,576,102453.08,Business
2664564,430-21-8244,Linda,Wilson,1939-08-06,linda.wilson@example.com,(331)-586-1677,9229 Elm St,Phoenix,AZ,94198,United States,719,136406.49,Personal
8936947,452-11-6303,James,Williams,1948-12-29,james.williams@example.com,(314)-835-7698,1107 2nd Ave,Los Angeles,CA,64010,United States,442,102087.58,Business
8035693,438-87-9870,Michael,Taylor,1996-04-28,michael.taylor@example.com,(130)-805-9877,5330 1st Ave,Houston,CA,66311,United States,743,142864.2,Business
8957541,617-12-3352,Linda,Miller,1946-06-28,linda.miller@example.com,(748)-179-2749,6539 Elm St,New York,TX,63716,United States,579,40606.13,Business
9548921,899-42-4444,Linda,Moore,2002-09-08,linda.moore@example.com,(832)-771-4505,7715 Broadway,Phoenix,CA,34190,United States,455,120125.65,Personal
1243144,351-67-9334,John,Smith,1999-10-02,john.smith@example.com,(591)-369-3010,3285 Elm St,Chicago,AZ,32303,United States,812,35826.26,Business
5381337,858-54-2524,Patricia,Miller,1940-05-18,patricia.miller@example.com,(397)-303-9464,6916 2nd Ave,Houston,TX,55714,United States,403,96145.5,Business
6983634,953-27-3276,William,Davis,1935-04-13,william.davis@example.com,(537)-244-1413,4895 2nd Ave,Houston,CA,59371,United States,745,40760.18,Business
9502885,759-50-9897,Robert,Smith,1930-08-04,robert.smith@example.com,(456)-558-8253,1491 1st Ave,Houston,IL,92608,United States,787,97317.52,Business
2770190,744-79-8549,Robert,Johnson,1956-09-28,robert.johnson@example.com,(932)-154-7547,416 Main St,Phoenix,CA,64014,United States,534,69707.94,Personal
7288261,993-30-6861,John,Jones,1998-07-08,john.jones@example.com,(434)-865-2550,3508 Elm St,Houston,CA,64555,United States,708,77092.64,Business
6514516,647-45-7001,Barbara,Jones,1989-12-03,barbara.jones@example.com,(342)-907-1055,1561 Elm St,New York,CA,63662,United States,519,57720.47,Personal
5340545,990-69-9125,Michael,Wilson,1986-12-16,michael.wilson@example.com,(835)-101-8418,6621 Elm St,Los Angeles,TX,60189,United States,709,92119.61,Business
3757701,927-30-4012,Linda,Johnson,1935-11-23,linda.johnson@example.com,(983)-471-8624,5214 Elm St,Los Angeles,AZ,60214,United States,446,92283.07,Personal
3198161,675-90-2600,Linda,Moore,1940-10-25,linda.moore@example.com,(624)-568-3331,9323 Broadway,Los Angeles,IL,83071,United States,644,39698.95,Business
9496144,572-98-5226,Mary,Johnson,1951-03-15,mary.johnson@example.com,(516)-852-5098,4544 Broadway,New York,AZ,63167,United States,681,129023.13,Business
6680973,977-67-1464,Barbara,Taylor,1992-01-29,barbara.taylor@example.com,(658)-153-2298,679 1st Ave,Phoenix,TX,31158,United States,678,132714.6,Personal
5916372,550-23-6622,James,Miller,1930-02-27,james.miller@example.com,(457)-414-5392,1385 Main St,Houston,AZ,14440,United States,493,72782.98,Business
8772778,604-25-7233,John,Johnson,1961-03-18,john.johnson@example.com,(968)-477-8477,6474 Main St,Chicago,AZ,63810,United States,458,76533.31,Personal
5981123,244-30-6337,Mary,Johnson,1994-02-11,mary.johnson@example.com,(704)-809-6014,1201 Broadway,Los Angeles,NY,44921,United States,774,58989.53,Business
7701976,549-63-6289,James,Jones,1997-08-12,james.jones@example.com,(419)-766-6758,4184 1st Ave,Los Angeles,AZ,98162,United States,329,129127.81,Personal
2963719,409-60-8011,John,Wilson,1988-12-24,john.wilson@example.com,(446)-595-6315,8838 Elm St,New York,NY,13652,United States,526,88816.08,Personal
3976047,515-41-9553,Robert,Brown,1930-02-01,robert.brown@example.com,(187)-565-1916,6723 1st Ave,Houston,TX,22408,United States,404,39577.06,Business
7367723,101-64-3201,James,Jones,1986-07-17,james.jones@example.com,(214)-732-2561,8176 2nd Ave,Houston,TX,75639,United States,349,32199.72,Personal
5691881,418-88-5842,Mary,Jones,1954-07-13,mary.jones@example.com,(223)-876-7437,2907 Broadway,Phoenix,AZ,22014,United States,720,74025.49,Business
5976184,825-41-8882,James,Davis,1973-10-03,james.davis@example.com,(160)-779-6040,5504 1st Ave,New York,AZ,60204,United States,600,138853.44,Personal
7293567,666-92-6284,Patricia,Williams,1952-02-14,patricia.williams@example.com,(407)-621-9505,8281 1st Ave,Phoenix,IL,35582,United States,569,39608.58,Personal
2263751,533-16-5878,Robert,Moore,1941-03-04,robert.moore@example.com,(615)-638-5377,8851 Broadway,Phoenix,CA,13715,United States,713,42103.89,Business
4270860,942-34-7109,James,Davis,1930-09-23,james.davis@example.com,(627)-766-3699,3134 Main St,Los Angeles,IL,58996,United States,485,149520.37,Business
5342695,934-49-3417,Linda,Brown,1931-06-08,linda.brown@example.com,(948)-442-7589,8285 Main St,Houston,CA,50681,United States,731,122831.8,Personal
9164456,864-36-9920,Robert,Miller,1960-06-05,robert.miller@example.com,(820)-525-9943,6591 2nd Ave,Phoenix,NY,43589,United States,695,57212.12,Business
4824268,906-14-1123,Michael,Williams,1953-06-05,michael.williams@example.com,(976)-280-4749,5510 Main St,Los Angeles,NY,63116,United States,478,84725.72,Business
3726553,108-31-8462,Barbara,Moore,1999-06-02,barbara.moore@example.com,(735)-925-2523,1572 Broadway,Chicago,CA,65605,United States,532,39035.8,Personal
1999232,613-31-9501,Michael,Williams,1996-03-09,michael.williams@example.com,(527)-113-6542,4347 Elm St,Houston,CA,30849,United States,454,126709.76,Business
7312138,322-47-9889,Barbara,Williams,1945-11-23,barbara.williams@example.com,(912)-950-8901,8067 2nd Ave,Chicago,NY,45639,United States,740,105682.53,Business
8695478,204-47-7506,Elizabeth,Davis,2004-02-11,elizabeth.davis@example.com,(319)-627-5339,9140 Broadway,New York,AZ,68883,United States,661,142261.41,Personal
2337807,589-80-8903,Michael,Jones,1977-04-30,michael.jones@example.com,(325)-807-6438,7161 Broadway,Phoenix,CA,48479,United States,442,100171.16,Personal
9345860,781-48-2562,Patricia,Moore,1939-02-03,patricia.moore@example.com,(842)-506-6896,6538 Main St,Phoenix,AZ,15739,United States,650,123129.21,Personal
2253673,970-38-2942,James,Brown,1946-10-07,james.brown@example.com,(939)-497-8592,7194 Main St,Los Angeles,AZ,75325,United States,659,114777.8,Personal
1123034,330-61-4410,Michael,Williams,1962-01-16,michael.williams@example.com,(914)-536-6424,4428 Broadway,Los Angeles,IL,83874,United States,332,68392.22,Business
3380320,504-90-6866,James,Smith,1938-12-15,james.smith@example.com,(248)-202-3703,3509 Main St,Phoenix,NY,97811,United States,393,102870.63,Personal
7392057,423-90-3380,Patricia,Miller,1997-09-23,patricia.miller@example.com,(256)-665-4760,7614 Elm St,Houston,AZ,94420,United States,460,108999.0,Business
8380055,204-20-7902,James,Williams,1978-06-20,james.williams@example.com,(952)-820-8865,2243 Elm St,Houston,NY,37924,United States,531,47568.08,Business
3330644,976-25-8691,Robert,Miller,1990-05-10,robert.miller@example.com,(270)-554-2121,4734 Main St,New York,TX,78092,United States,354,42251.46,Personal
8436890,503-71-1667,William,Smith,1940-01-13,william.smith@example.com,(532)-597-3030,525 Main St,Houston,NY,96461,United States,675,67125.58,Personal
5878424,969-22-4037,William,Davis,1993-09-28,william.davis@example.com,(283)-861-8505,678 Elm St,Chicago,TX,80514,United States,748,126980.92,Personal
7106313,460-50-5718,Robert,Miller,1999-08-14,robert.miller@example.com,(326)-816-5587,1557 1st Ave,New York,IL,75162,United States,557,53301.87,Personal
5830528,499-51-3089,William,Miller,1955-03-27,william.miller@example.com,(650)-564-1888,3220 Elm St,Chicago,IL,96250,United States,490,128689.36,Personal
3859248,193-73-3156,William,Williams,1936-04-03,william.williams@example.com,(869)-645-4303,9925 2nd Ave,New York,AZ,80150,United States,779,116283.05,Personal
4310484,320-49-9690,Michael,Moore,1991-07-06,michael.moore@example.com,(436)-141-1969,933 1st Ave,Phoenix,CA,93680,United States,650,32888.65,Business
7943723,368-51-8573,Elizabeth,Jones,1934-06-05,elizabeth.jones@example.com,(231)-729-3024,885 Elm St,Chicago,AZ,31029,United States,338,128666.48,Personal
3227762,821-11-1696,James,Miller,1987-08-20,james.miller@example.com,(253)-448-8805,3804 Broadway,Phoenix,NY,31562,United States,628,126533.74,Business
9682243,772-60-1583,John,Taylor,1958-01-30,john.taylor@example.com,(632)-524-1958,4172 Broadway,Phoenix,NY,68832,United States,310,102628.78,Business
2746417,506-86-5220,John,Taylor,1954-05-28,john.taylor@example.com,(677)-881-6779,1567 2nd Ave,Chicago,AZ,87398,United States,333,133495.97,Business
5591194,415-12-7671,Barbara,Williams,1936-10-05,barbara.williams@example.com,(717)-168-8385,9022 Elm St,Los Angeles,TX,46623,United States,786,110006.24,Business
7393132,373-92-7227,Linda,Smith,1952-12-24,linda.smith@example.com,(985)-867-9706,6617 1st Ave,Houston,AZ,41460,United States,557,77344.23,Business
9646365,592-21-2019,Linda,Williams,1955-09-09,linda.williams@example.com,(309)-371-6924,889 Main St,Los Angeles,NY,49500,United States,635,101830.37,Personal
8819770,752-64-1657,Linda,Johnson,1944-07-12,linda.johnson@example.com,(991)-672-8090,2544 1st Ave,Los Angeles,IL,22727,United States,804,47331.44,Business
3886801,253-19-7070,Michael,Wilson,1988-09-11,michael.wilson@example.com,(503)-157-7677,5993 1st Ave,Chicago,IL,35380,United States,332,139894.25,Business
6886201,685-91-7731,William,Johnson,1967-12-16,william.johnson@example.com,(429)-381-7811,3643 Elm St,Phoenix,TX,67370,United States,821,109043.56,Personal
9659526,358-14-4865,John,Jones,1959-02-18,john.jones@example.com,(295)-982-8066,3283 1st Ave,Los Angeles,TX,68929,United States,486,84546.69,Business
6630719,413-64-6434,Linda,Moore,1979-09-23,linda.moore@example.com,(591)-953-4465,835 Elm St,Phoenix,AZ,54755,United States,411,57446.29,Business
5332291,751-75-7714,John,Wilson,1971-11-05,john.wilson@example.com,(762)-226-6581,6885 Broadway,Los Angeles,CA,93564,United States,584,85577.62,Personal
2326357,965-33-1008,Elizabeth,Miller,1946-02-28,elizabeth.miller@example.com,(372)-967-7150,6131 2nd Ave,Los Angeles,TX,69621,United States,375,50941.47,Business
5563542,113-17-6551,Mary,Davis,1971-07-03,mary.davis@example.com,(914)-431-3575,8330 Broadway,New York,AZ,94292,United States,776,92704.99,Personal
4420705,913-36-1119,William,Williams,2005-09-07,william.williams@example.com,(214)-353-6407,9642 2nd Ave,Chicago,IL,86619,United States,554,142964.83,Personal
8574777,993-66-3580,Patricia,Johnson,1973-08-26,patricia.johnson@example.com,(175)-642-5883,5868 Broadway,Los Angeles,NY,15222,United States,428,55048.63,Business
2854432,724-36-8513,Barbara,Moore,1939-06-28,barbara.moore@example.com,(473)-643-1617,5028 Main St,Chicago,TX,28941,United States,397,95459.73,Personal
4424653,246-95-8978,Michael,Smith,1942-05-17,michael.smith@example.com,(993)-364-9731,7329 1st Ave,Chicago,CA,45533,United States,646,103753.41,Personal
6360912,326-23-1316,Michael,Miller,1991-04-01,michael.miller@example.com,(136)-430-7994,7965 Elm St,Los Angeles,TX,37650,United States,380,141545.17,Personal
7185047,151-51-5075,James,Johnson,1979-05-21,james.johnson@example.com,(529)-584-5310,7170 Main St,New York,NY,90491,United States,813,35217.52,Personal
1027289,569-49-7502,Michael,Davis,1988-06-12,michael.davis@example.com,(615)-841-1315,7900 1st Ave,Phoenix,AZ,31236,United States,719,144442.01,Personal
4601974,638-30-6273,James,Smith,1968-05-05,james.smith@example.com,(976)-589-7339,9986 1st Ave,Phoenix,AZ,95239,United States,303,119287.66,Business
7085960,535-48-3076,Robert,Miller,1982-03-25,robert.miller@example.com,(119)-784-5497,7958 1st Ave,Los Angeles,AZ,31814,United States,577,52295.42,Personal
9233032,628-50-6614,Barbara,Wilson,1953-05-14,barbara.wilson@example.com,(871)-812-6550,7576 2nd Ave,Phoenix,CA,86060,United States,746,62646.1,Business
9621578,649-22-1587,John,Johnson,1946-06-30,john.johnson@example.com,(402)-242-4247,7163 Main St,Los Angeles,NY,88999,United States,575,60007.57,Business
8850317,312-59-4081,Michael,Johnson,1973-01-22,michael.johnson@example.com,(574)-811-4569,7374 1st Ave,Houston,NY,48414,United States,318,54576.16,Business
3685966,585-93-8097,James,Miller,1998-05-12,james.miller@example.com,(488)-160-1214,1216 2nd Ave,Phoenix,AZ,85524,United States,778,131226.7,Business
2433783,267-44-1266,Michael,Davis,1984-09-24,michael.davis@example.com,(829)-293-6097,2153 Broadway,New York,CA,71666,United States,395,62081.96,Business
2441262,557-27-2133,John,Moore,1946-03-12,john.moore@example.com,(125)-474-1487,8768 Broadway,Los Angeles,NY,32885,United States,634,110559.1,Business
6661676,574-37-1219,Patricia,Davis,1969-04-21,patricia.davis@example.com,(409)-922-5275,1950 Main St,Houston,TX,44448,United States,829,34108.94,Business
9834970,175-19-1003,Linda,Miller,1983-06-14,linda.miller@example.com,(537)-842-3861,2414 2nd Ave,Los Angeles,CA,67193,United States,530,60558.73,Personal
2280499,390-51-2384,Barbara,Johnson,1989-02-08,barbara.johnson@example.com,(775)-732-3654,4209 Elm St,Houston,CA,21453,United States,540,87492.63,Personal
1867670,551-44-6139,Michael,Taylor,1993-12-18,michael.taylor@example.com,(560)-150-3287,6344 2nd Ave,Los Angeles,NY,64777,United States,493,131466.93,Business
5429327,209-96-6480,Michael,Jones,1972-10-20,michael.jones@example.com,(804)-474-2724,7970 2nd Ave,Houston,AZ,29413,United States,532,53762.0,Business
9028490,169-43-1122,Barbara,Williams,1972-03-25,barbara.williams@example.com,(572)-252-6013,7098 Elm St,Chicago,NY,83646,United States,578,99119.86,Business
8173675,789-68-6479,Linda,Johnson,1949-05-09,linda.johnson@example.com,(791)-103-5824,5196 Broadway,Phoenix,CA,82097,United States,669,65441.71,Business
9937492,321-81-2253,Linda,Jones,1995-08-26,linda.jones@example.com,(666)-261-8643,9732 1st Ave,Chicago,TX,53332,United States,701,38517.36,Business
1190738,797-52-9301,Elizabeth,Jones,1973-02-20,elizabeth.jones@example.com,(665)-195-1997,3438 Main St,Phoenix,AZ,98997,United States,496,79583.71,Business
3524426,760-74-1682,Elizabeth,Smith,1956-03-26,elizabeth.smith@example.com,(670)-374-6787,8848 Broadway,Los Angeles,AZ,56094,United States,810,78593.67,Personal
6400467,713-61-2004,Barbara,Brown,1986-03-20,barbara.brown@example.com,(336)-874-8329,4637 2nd Ave,Houston,AZ,34097,United States,343,99055.71,Business
8405118,360-31-9085,Patricia,Brown,2005-04-05,patricia.brown@example.com,(257)-137-2669,1966 1st Ave,Los Angeles,TX,20763,United States,326,38197.8,Personal
6537260,789-99-8073,Patricia,Taylor,1999-02-09,patricia.taylor@example.com,(260)-640-7756,8033 2nd Ave,New York,IL,49437,United States,414,47117.05,Business
8896784,323-77-6977,Linda,Miller,1946-11-09,linda.miller@example.com,(309)-179-4621,7380 2nd Ave,Los Angeles,CA,64040,United States,524,30633.48,Personal
8844595,321-72-4546,Robert,Smith,1990-06-03,robert.smith@example.com,(450)-620-4760,9204 1st Ave,Los Angeles,IL,11953,United States,733,140319.82,Business
6211126,663-14-7972,Linda,Johnson,1979-01-08,linda.johnson@example.com,(251)-773-6714,6215 Broadway,Chicago,AZ,63279,United States,428,127208.8,Personal
4688030,727-16-9519,Linda,Taylor,2003-06-16,linda.taylor@example.com,(460)-802-4241,5395 2nd Ave,New York,IL,12858,United States,337,97880.47,Business
4876360,818-44-2698,Barbara,Brown,1970-04-20,barbara.brown@example.com,(215)-322-8620,7552 Broadway,Los Angeles,IL,22480,United States,527,131827.47,Business
5252847,927-61-6925,William,Miller,1968-09-16,william.miller@example.com,(996)-586-9112,9401 Broadway,Phoenix,TX,59806,United States,481,69060.7,Personal
8316735,177-38-8388,Barbara,Smith,1979-02-06,barbara.smith@example.com,(416)-965-3592,7567 2nd Ave,Los Angeles,AZ,10085,United States,816,50417.67,Business
7260706,723-84-8081,John,Jones,2001-02-02,john.jones@example.com,(549)-861-8463,5749 Broadway,Chicago,CA,62858,United States,493,98088.86,Personal
1557579,492-65-1071,Elizabeth,Johnson,1989-06-27,elizabeth.johnson@example.com,(114)-711-3125,6618 Main St,New York,IL,40622,United States,615,145962.67,Personal
3136750,827-10-5172,Michael,Smith,2002-02-05,michael.smith@example.com,(551)-280-4698,1400 Main St,Houston,TX,29707,United States,811,130990.77,Personal
2093248,624-28-2983,Michael,Smith,1942-04-23,michael.smith@example.com,(727)-390-7725,1778 2nd Ave,Los Angeles,CA,25386,United States,770,129754.95,Business
1762450,477-11-4028,James,Davis,1977-03-29,james.davis@example.com,(423)-669-8536,8191 1st Ave,Phoenix,IL,61523,United States,388,68405.17,Business
1435102,274-79-3490,Patricia,Brown,1997-05-22,patricia.brown@example.com,(306)-143-4764,8560 Elm St,Los Angeles,CA,74737,United States,506,147904.0,Personal
9678945,566-48-4606,Mary,Jones,1932-01-10,mary.jones@example.com,(494)-900-6290,5402 Elm St,Los Angeles,NY,30197,United States,642,43835.08,Business
9895586,767-33-2470,Barbara,Brown,1995-06-25,barbara.brown@example.com,(881)-918-9076,8306 1st Ave,Los Angeles,AZ,39667,United States,805,120932.95,Business
8912942,193-45-1678,Michael,Brown,1959-04-18,michael.brown@example.com,(496)-831-8417,1770 Elm St,Houston,CA,51302,United States,569,107809.79,Personal
1188922,840-50-3265,Mary,Smith,1992-11-29,mary.smith@example.com,(381)-308-7362,7590 1st Ave,Chicago,TX,88249,United States,641,120325.09,Business
4758833,175-19-8298,John,Davis,1995-10-12,john.davis@example.com,(416)-602-1510,1122 Broadway,Houston,IL,54656,United States,451,55215.88,Personal
8531476,572-34-8905,Mary,Brown,1971-05-27,mary.brown@example.com,(848)-971-9637,8991 Main St,Chicago,IL,73061,United States,378,130601.6,Personal
2902021,386-69-6429,James,Wilson,1964-09-27,james.wilson@example.com,(417)-569-1705,7448 Elm St,New York,NY,67954,United States,315,74701.21,Business
2407602,645-97-1183,Linda,Taylor,1992-08-13,linda.taylor@example.com,(536)-506-4101,8544 Elm St,New York,CA,52977,United States,307,102435.9,Business
2784412,770-70-6981,Patricia,Taylor,1992-07-31,patricia.taylor@example.com,(426)-456-3724,8626 Broadway,Houston,CA,93061,United States,637,76167.59,Personal
1061336,980-50-3311,Patricia,Taylor,1950-02-03,patricia.taylor@example.com,(979)-242-9952,6815 Broadway,New York,CA,96436,United States,787,101224.22,Business
