card_id,customer_id,card_type,card_status,credit_limit,current_balance,available_credit,minimum_payment,payment_due_date,issue_date,expiration_date,security_code
724699996,4491626,Business,Blocked,23749.86,9461.58,14288.28,281.91,2024-11-09,2023-09-08,2027-07-12,717
653571781,5132860,Rewards,Blocked,13767.48,627.01,13140.47,25.0,2024-11-06,2022-11-15,2029-08-01,500
266244082,8544290,Business,Expired,30587.04,4637.17,25949.87,86.11,2024-11-09,2023-07-02,2025-07-02,626
846730392,9010889,Cashback,Active,2242.29,242.17,2000.12,25.0,2024-11-03,2022-04-08,2028-01-21,644
901453429,1749846,Business,Expired,43558.94,9959.92,33599.02,219.37,2024-11-09,2024-06-18,2025-05-19,114
909048287,3278433,Rewards,Expired,12488.52,9411.13,3077.39,234.6,2024-11-03,2024-02-21,2025-04-01,384
432359619,8649325,Business,Expired,19344.15,8578.61,10765.54,252.03,2024-11-08,2022-03-07,2027-03-18,762
376688208,4740024,Business,Active,26292.43,17620.13,8672.3,463.79,2024-11-15,2021-12-24,2027-02-18,543
308336100,3530604,Rewards,Active,4681.9,559.11,4122.79,25.0,2024-11-12,2023-10-11,2025-06-12,851
859820319,6878695,Business,Expired,22337.27,15084.66,7252.61,187.87,2024-11-07,2023-03-21,2027-08-11,859
281938541,4804546,Business,Active,27810.63,10674.03,17136.6,222.03,2024-11-07,2024-03-06,2025-03-21,363
540828441,6349954,Business,Active,26098.11,16372.67,9725.44,167.52,2024-11-11,2023-12-07,2026-08-12,868
511267411,8415987,Rewards,Active,4870.19,3273.64,1596.55,74.78,2024-11-14,2022-06-14,2029-10-08,265
256898939,9260281,Cashback,Expired,6426.11,4589.89,1836.22,96.98,2024-11-08,2022-03-23,2027-03-24,775
143369204,3406611,Cashback,Expired,13621.19,5597.18,8024.01,93.39,2024-11-11,2022-03-31,2026-09-06,143
316502604,6014103,Cashback,Active,7373.33,3261.45,4111.88,76.61,2024-11-08,2023-04-14,2026-10-28,244
436798913,8720936,Cashback,Expired,7273.48,3637.57,3635.91,83.14,2024-11-11,2023-05-19,2029-01-07,802
244570018,8504992,Business,Active,17486.09,7243.14,10242.95,111.75,2024-11-14,2023-12-28,2028-02-06,389
949847517,7123340,Rewards,Expired,11221.22,8304.02,2917.2,107.36,2024-11-13,2024-02-19,2024-12-31,742
321693783,5094336,Rewards,Blocked,1094.0,363.11,730.89,25.0,2024-11-05,2023-05-30,2025-03-31,136
208119845,3754398,Business,Active,28457.38,12247.16,16210.22,285.88,2024-11-09,2022-06-18,2029-03-27,660
109220387,7923918,Cashback,Blocked,3546.36,2165.77,1380.59,32.84,2024-11-06,2023-08-07,2028-01-22,916
740624114,9215452,Rewards,Blocked,11306.88,4962.75,6344.13,55.12,2024-11-15,2023-08-21,2028-07-21,336
357468069,4481895,Cashback,Active,7046.08,1235.95,5810.13,27.71,2024-11-07,2023-05-01,2028-01-28,119
925933449,2203059,Cashback,Active,6063.64,2609.11,3454.53,33.18,2024-11-12,2023-05-31,2025-07-29,103
995141973,7823194,Rewards,Expired,12057.48,456.89,11600.59,25.0,2024-11-05,2022-10-31,2027-01-06,933
742635983,2720320,Cashback,Active,8640.02,4924.46,3715.56,128.49,2024-11-06,2024-01-31,2025-04-07,619
774625770,7484215,Business,Blocked,39680.66,15409.91,24270.75,166.05,2024-11-10,2022-08-22,2025-04-14,892
238885270,7811702,Business,Expired,49182.18,16695.6,32486.58,433.24,2024-11-05,2024-07-25,2027-01-14,126
119342383,8640136,Cashback,Expired,9030.69,2451.4,6579.29,32.42,2024-11-13,2023-11-18,2026-01-09,464
919663354,1901946,Business,Blocked,37143.43,16516.71,20626.72,470.83,2024-11-15,2022-05-20,2026-09-27,936
945009288,9769284,Cashback,Active,13650.14,9176.4,4473.74,232.69,2024-11-13,2022-10-20,2025-07-24,100
378449862,5980800,Cashback,Expired,10526.56,5332.37,5194.19,126.19,2024-11-14,2024-03-16,2026-11-01,121
639650960,5677565,Rewards,Expired,5717.15,2863.7,2853.45,36.86,2024-11-04,2023-01-14,2027-12-26,814
526764795,3480214,Cashback,Active,13843.12,6913.58,6929.54,201.15,2024-11-08,2022-01-24,2029-02-08,194
178762004,2073339,Business,Expired,15566.28,5544.42,10021.86,99.33,2024-11-15,2023-05-08,2025-05-12,706
311446646,7391428,Cashback,Blocked,13280.76,2127.45,11153.31,31.0,2024-11-14,2024-10-26,2026-10-09,620
754460800,4371921,Cashback,Blocked,13229.94,7827.21,5402.73,210.91,2024-11-11,2022-05-16,2025-06-26,684
387820852,4831079,Business,Active,32959.22,14863.55,18095.67,338.34,2024-11-10,2023-03-30,2025-06-11,572
942485333,7164728,Cashback,Active,3830.84,904.1,2926.74,25.0,2024-11-06,2024-07-03,2028-07-06,777
852124909,8557061,Cashback,Expired,5827.42,2342.01,3485.41,42.75,2024-11-15,2024-08-27,2028-01-31,505
875956197,1040983,Rewards,Expired,7765.86,5326.78,2439.08,140.2,2024-11-10,2022-08-13,2028-09-10,619
871599553,5866097,Business,Active,40510.96,10.59,40500.37,25.0,2024-11-02,2023-12-30,2025-05-23,356
530225435,6421499,Rewards,Expired,13085.95,1590.14,11495.81,32.37,2024-11-01,2022-10-16,2027-08-30,786
953193114,4431027,Rewards,Active,3405.16,2635.59,769.57,63.8,2024-11-12,2022-11-02,2028-08-09,456
341700185,2713506,Cashback,Expired,3384.99,1433.26,1951.73,31.66,2024-11-12,2022-07-26,2027-02-16,143
393597476,6784807,Cashback,Active,1374.65,1035.52,339.13,25.0,2024-11-07,2022-04-04,2029-09-15,132
933803660,2056142,Rewards,Active,3841.88,2612.16,1229.72,62.48,2024-11-02,2023-09-03,2029-11-06,953
404384793,8508828,Business,Active,18654.54,14658.04,3996.5,425.55,2024-11-12,2022-06-27,2028-10-02,699
865959756,3176571,Business,Active,26172.21,8960.31,17211.9,112.55,2024-11-07,2022-08-14,2029-05-27,368
116922808,3333047,Rewards,Expired,9281.04,2550.85,6730.19,28.8,2024-11-08,2022-09-12,2025-03-04,700
742150143,6466151,Business,Expired,43563.53,1099.22,42464.31,31.98,2024-11-04,2023-10-06,2029-03-06,176
993161029,1973115,Business,Active,26768.79,19083.82,7684.97,302.78,2024-11-09,2023-03-05,2026-08-30,562
255550531,7019523,Business,Active,40606.69,1488.32,39118.37,38.93,2024-11-04,2024-05-15,2026-12-08,196
941508582,6595681,Business,Active,34304.74,6629.26,27675.48,135.45,2024-11-03,2022-03-25,2027-03-12,275
438930276,6461406,Cashback,Blocked,2277.68,26.09,2251.59,25.0,2024-11-14,2022-10-06,2025-05-18,690
421578968,7885696,Rewards,Expired,8301.23,6501.38,1799.85,104.8,2024-11-09,2022-07-10,2028-08-30,333
192432350,6679687,Rewards,Active,4152.84,554.01,3598.83,25.0,2024-11-13,2022-10-03,2028-04-10,698
770533219,3340698,Cashback,Expired,6179.31,1748.92,4430.39,29.01,2024-11-12,2022-07-01,2025-03-04,797
220005064,8017114,Business,Blocked,49780.6,21712.78,28067.82,227.66,2024-11-02,2024-08-13,2028-07-10,354
678094977,2812946,Cashback,Blocked,1153.9,181.17,972.73,25.0,2024-11-06,2024-07-08,2027-12-18,464
798103026,5610007,Business,Blocked,27148.78,13676.99,13471.79,280.96,2024-11-15,2023-03-05,2028-10-22,783
741170426,3535059,Business,Expired,15762.15,4119.38,11642.77,52.72,2024-11-15,2024-06-25,2026-05-22,206
207051916,6326278,Rewards,Expired,4085.82,2539.47,1546.35,56.48,2024-11-03,2022-07-24,2025-01-11,891
789285155,9257875,Rewards,Active,8662.2,3216.27,5445.93,89.47,2024-11-06,2024-10-15,2027-10-12,955
472677589,1200226,Rewards,Blocked,11369.39,6381.76,4987.63,166.76,2024-11-09,2021-12-11,2029-04-01,913
786353419,9414882,Cashback,Blocked,9928.16,6661.98,3266.18,89.2,2024-11-07,2024-11-13,2028-02-11,885
105869787,8529376,Business,Active,47132.71,28401.75,18730.96,568.25,2024-11-07,2023-12-26,2025-02-24,320
672863263,2490345,Cashback,Expired,3943.06,2988.68,954.38,89.63,2024-11-11,2022-02-05,2026-04-20,160
423915059,9441248,Cashback,Expired,10680.51,6371.22,4309.29,159.57,2024-11-14,2023-10-27,2029-04-19,866
564126815,6957755,Cashback,Expired,7216.17,2596.7,4619.47,50.33,2024-11-01,2022-11-01,2025-08-19,790
358738355,2622315,Cashback,Blocked,13955.32,6211.06,7744.26,96.06,2024-11-02,2021-12-12,2025-10-13,662
449884092,8088498,Cashback,Active,7695.56,5120.46,2575.1,147.01,2024-11-09,2022-10-10,2026-09-29,749
990061428,6945432,Business,Expired,40689.48,10044.75,30644.73,210.03,2024-11-01,2023-08-08,2028-03-27,671
611563523,5205384,Business,Blocked,12232.58,9597.87,2634.71,204.24,2024-11-09,2022-05-19,2026-05-13,747
433349297,4635401,Cashback,Expired,12639.63,7444.43,5195.2,151.45,2024-11-15,2024-01-03,2028-07-02,474
389987834,3998004,Business,Expired,38547.77,27944.96,10602.81,387.25,2024-11-01,2022-07-05,2028-05-04,904
699193753,3078576,Cashback,Active,11503.38,7109.11,4394.27,199.34,2024-11-02,2022-04-13,2028-04-29,750
424380522,6731439,Rewards,Expired,2636.57,179.2,2457.37,25.0,2024-11-05,2024-10-13,2029-06-27,973
816640635,2733748,Rewards,Active,2214.11,495.24,1718.87,25.0,2024-11-08,2021-12-26,2028-02-24,430
426394981,7820822,Business,Expired,41677.49,28608.8,13068.69,700.1,2024-11-07,2021-11-18,2028-03-04,531
106018524,2307893,Business,Active,12793.42,2311.05,10482.37,54.53,2024-11-12,2024-01-11,2028-02-11,480
696329157,8247080,Business,Expired,17125.61,1562.87,15562.74,25.0,2024-11-01,2022-11-04,2028-12-07,847
249502784,6421736,Business,Expired,29429.16,20871.57,8557.59,574.15,2024-11-13,2023-01-12,2029-01-15,380
268380057,5315333,Cashback,Blocked,2660.94,139.96,2520.98,25.0,2024-11-08,2023-12-05,2026-08-04,844
760640523,1012148,Cashback,Expired,9977.58,4943.25,5034.33,107.73,2024-11-08,2022-02-27,2029-11-08,666
440157755,2983277,Rewards,Expired,3222.9,647.56,2575.34,25.0,2024-11-11,2023-08-17,2027-09-18,351
924739942,9656279,Rewards,Active,14408.94,7875.08,6533.86,164.72,2024-11-07,2023-05-14,2027-05-27,128
788301692,2250312,Business,Expired,41314.38,15045.75,26268.63,340.47,2024-11-02,2022-05-25,2025-10-11,907
122995795,4350414,Business,Active,25473.23,17646.41,7826.82,496.88,2024-11-15,2023-03-18,2028-08-28,383
497856390,6927335,Cashback,Expired,5242.39,110.31,5132.08,25.0,2024-11-10,2022-08-04,2029-10-26,969
665680588,6832097,Rewards,Blocked,2401.1,1152.73,1248.37,25.0,2024-11-02,2023-11-20,2027-05-03,778
799112073,9616067,Business,Expired,10991.22,7131.87,3859.35,75.25,2024-11-10,2022-12-24,2025-12-14,792
975212461,2212082,Rewards,Blocked,4320.68,3296.27,1024.41,72.93,2024-11-08,2024-03-18,2026-08-21,225
825169706,4126321,Rewards,Blocked,11269.53,7557.57,3711.96,103.58,2024-11-15,2024-09-10,2027-04-03,504
776078516,8676266,Rewards,Active,14608.3,10587.63,4020.67,254.22,2024-11-14,2023-05-07,2026-03-13,332
725052389,4300420,Business,Blocked,11836.41,7485.08,4351.33,138.88,2024-11-13,2024-08-04,2025-09-13,510
375438193,2631452,Cashback,Active,7172.95,4862.88,2310.07,89.25,2024-11-02,2024-06-12,2025-04-04,226
385671951,3336991,Rewards,Expired,9052.45,750.35,8302.1,25.0,2024-11-04,2024-01-23,2029-10-07,785
356096173,8865011,Rewards,Blocked,10568.07,5089.36,5478.71,151.8,2024-11-10,2023-07-28,2027-10-28,985
673449958,1919587,Business,Blocked,13598.02,9753.86,3844.16,158.31,2024-11-12,2024-04-03,2026-05-08,764
593286948,4494318,Business,Expired,16499.59,12692.89,3806.7,329.61,2024-11-06,2023-10-02,2027-06-08,657
164455341,9860676,Business,Blocked,15963.98,9620.57,6343.41,206.8,2024-11-12,2024-02-19,2029-06-08,967
561517719,3182154,Cashback,Blocked,9402.99,6402.59,3000.4,91.03,2024-11-07,2024-02-19,2028-09-20,993
236198236,7144589,Cashback,Active,12129.88,8714.71,3415.17,182.88,2024-11-11,2022-01-01,2027-10-09,764
677932607,6195431,Rewards,Active,9957.8,5343.85,4613.95,113.84,2024-11-01,2023-07-28,2026-11-30,281
512131151,7746654,Business,Active,16400.52,8536.44,7864.08,206.06,2024-11-07,2024-06-22,2026-08-03,161
608800350,7729582,Rewards,Blocked,3324.32,1155.28,2169.04,25.0,2024-11-11,2024-02-13,2026-08-09,153
622385423,7128748,Business,Expired,15461.82,588.36,14873.46,25.0,2024-11-10,2023-06-26,2029-05-20,613
222046304,3618252,Cashback,Blocked,3459.05,1271.76,2187.29,25.0,2024-11-04,2021-12-12,2027-02-21,961
827233491,2942979,Rewards,Active,13659.87,4982.97,8676.9,141.26,2024-11-06,2023-03-05,2025-12-08,412
615948101,2343939,Business,Blocked,12584.38,6059.03,6525.35,113.28,2024-11-03,2024-01-11,2027-09-30,153
174645829,3264991,Business,Active,28163.17,16960.79,11202.38,195.55,2024-11-09,2022-11-03,2028-01-28,929
838732372,8162239,Business,Expired,45631.87,31806.62,13825.25,430.18,2024-11-01,2024-09-02,2027-06-07,600
946297814,3588820,Business,Active,19244.12,1831.16,17412.96,51.86,2024-11-03,2023-04-20,2025-10-18,228
831887028,7990066,Rewards,Blocked,13367.46,8708.13,4659.33,98.04,2024-11-12,2023-02-02,2025-01-07,440
463848404,5747402,Rewards,Blocked,2771.7,1790.08,981.62,25.0,2024-11-01,2024-09-27,2027-02-28,465
813691528,4684535,Business,Active,40330.57,31949.34,8381.23,827.45,2024-11-14,2022-08-22,2029-11-07,541
479602922,4420784,Cashback,Expired,7049.97,2772.01,4277.96,36.21,2024-11-06,2022-12-03,2027-07-16,515
711498173,6266574,Rewards,Blocked,2214.37,307.01,1907.36,25.0,2024-11-09,2024-02-26,2025-12-03,620
753261445,1713636,Business,Active,22947.4,12294.17,10653.23,159.47,2024-11-02,2022-09-25,2028-02-25,564
826177647,4455077,Rewards,Active,3113.91,1078.27,2035.64,25.0,2024-11-06,2023-01-07,2025-04-01,204
269137769,8581924,Rewards,Blocked,8757.83,1008.1,7749.73,25.0,2024-11-01,2022-11-21,2029-06-12,521
541368254,3467994,Cashback,Active,5905.03,1862.18,4042.85,29.96,2024-11-15,2024-01-29,2026-05-29,892
164137126,9391495,Rewards,Active,1267.09,999.98,267.11,25.0,2024-11-07,2023-09-02,2027-02-12,394
480303587,8156678,Cashback,Blocked,12997.06,8438.04,4559.02,201.65,2024-11-11,2023-07-24,2025-08-19,567
101359437,8170352,Rewards,Expired,3082.54,1248.23,1834.31,25.0,2024-11-02,2024-01-27,2029-05-06,854
865514762,7977882,Cashback,Expired,7541.32,5959.34,1581.98,124.84,2024-11-09,2023-12-20,2027-08-29,829
436641208,4468460,Business,Active,39947.86,22635.49,17312.37,560.24,2024-11-01,2024-02-16,2029-04-01,270
406611752,6073029,Business,Active,49671.91,807.51,48864.4,25.0,2024-11-14,2022-09-11,2028-11-11,616
112377132,4935572,Business,Blocked,13360.83,6263.77,7097.06,155.8,2024-11-14,2022-07-16,2029-01-20,773
667126516,1570665,Cashback,Blocked,14295.37,10583.2,3712.17,296.35,2024-11-13,2021-12-09,2026-09-12,287
252693047,7924258,Rewards,Expired,14399.76,8593.01,5806.75,144.31,2024-11-11,2023-12-10,2026-11-15,814
624784480,1921011,Rewards,Active,10629.96,3303.02,7326.94,50.19,2024-11-10,2023-06-26,2029-05-02,115
107753371,4863126,Cashback,Active,9624.59,4670.78,4953.81,72.11,2024-11-07,2023-03-01,2029-02-07,710
960831370,2901846,Business,Blocked,12093.61,2426.94,9666.67,52.0,2024-11-12,2022-09-05,2029-06-30,273
668928346,4328808,Rewards,Expired,13490.19,10310.57,3179.62,186.07,2024-11-08,2023-10-30,2027-11-17,141
951346501,2540090,Business,Active,32927.66,13177.27,19750.39,207.0,2024-11-07,2022-08-18,2026-03-11,571
821469805,4668995,Business,Blocked,29654.7,5286.94,24367.76,146.72,2024-11-05,2024-05-01,2028-07-05,791
520163410,1010034,Rewards,Active,13512.39,3506.54,10005.85,100.99,2024-11-12,2024-02-21,2027-11-22,985
627980330,7285043,Cashback,Active,3500.1,1178.51,2321.59,30.49,2024-11-02,2022-04-21,2028-03-29,743
551509649,8287143,Business,Expired,21425.44,8185.48,13239.96,208.69,2024-11-12,2023-02-12,2026-01-30,933
316029546,5530156,Cashback,Blocked,2455.88,949.31,1506.57,25.0,2024-11-10,2023-03-21,2027-06-06,522
438648754,4133354,Rewards,Blocked,4163.36,3172.77,990.59,75.01,2024-11-11,2024-03-04,2028-10-19,325
806718099,8842621,Business,Expired,48161.1,12013.67,36147.43,312.03,2024-11-07,2024-10-31,2027-09-13,856
998392344,8760971,Rewards,Blocked,6307.02,982.75,5324.27,25.0,2024-11-08,2023-12-31,2029-03-19,533
613952921,9659188,Business,Expired,17807.0,13530.68,4276.32,350.8,2024-11-11,2023-02-01,2026-12-23,977
887943213,3721754,Business,Active,32604.03,13750.0,18854.03,343.37,2024-11-15,2023-12-31,2027-08-14,114
701820055,8768413,Cashback,Expired,12114.71,9039.02,3075.69,247.86,2024-11-09,2024-08-30,2026-01-24,982
386536954,3290646,Business,Expired,37149.08,22651.87,14497.21,368.32,2024-11-03,2024-10-11,2029-10-25,624
691679867,8026545,Business,Expired,17927.17,159.45,17767.72,25.0,2024-11-02,2024-03-14,2026-02-25,649
324756987,9260841,Rewards,Active,8958.2,2387.67,6570.53,53.56,2024-11-05,2022-06-08,2029-03-13,838
802582496,1901944,Business,Active,42387.44,29301.87,13085.57,627.21,2024-11-02,2023-07-07,2027-07-02,549
414295852,9985695,Business,Expired,29141.71,15549.04,13592.67,247.53,2024-11-05,2023-09-17,2028-09-09,790
255321550,6850448,Rewards,Active,10453.83,7963.07,2490.76,207.52,2024-11-11,2024-04-23,2029-08-22,136
648611388,5039543,Business,Blocked,33510.17,4318.1,29192.07,91.16,2024-11-09,2022-05-25,2028-12-01,497
461685534,3321393,Business,Blocked,41712.93,5341.57,36371.36,73.85,2024-11-06,2023-08-31,2025-02-19,303
446987754,4225946,Cashback,Expired,9732.59,1260.79,8471.8,25.0,2024-11-01,2023-09-15,2029-06-22,256
418456884,6212743,Business,Expired,18591.52,511.45,18080.07,25.0,2024-11-02,2024-08-05,2028-10-16,588
980128093,8855272,Business,Blocked,44398.02,12899.73,31498.29,230.98,2024-11-02,2023-06-17,2025-05-03,964
848461860,3186896,Cashback,Expired,4291.58,156.64,4134.94,25.0,2024-11-01,2022-11-06,2029-04-27,891
523251633,3264533,Rewards,Blocked,6524.86,1002.48,5522.38,25.0,2024-11-10,2023-12-31,2025-10-01,799
451804413,2622315,Rewards,Active,14099.12,1192.15,12906.97,25.0,2024-11-03,2023-04-16,2026-12-27,644
758103689,3643673,Cashback,Expired,5387.52,2194.79,3192.73,65.39,2024-11-13,2024-04-26,2025-06-26,811
987143830,2622315,Cashback,Blocked,14786.01,7975.28,6810.73,88.46,2024-11-04,2022-10-23,2028-05-05,474
862720970,9674804,Cashback,Expired,12477.47,8179.11,4298.36,141.75,2024-11-12,2021-12-05,2026-12-23,923
881382975,7285043,Rewards,Active,1847.16,421.21,1425.95,25.0,2024-11-12,2023-07-09,2025-07-26,500
454721101,8538824,Business,Expired,14696.76,4125.3,10571.46,96.57,2024-11-07,2023-12-07,2028-01-19,927
760247422,1684155,Cashback,Active,6298.26,2027.43,4270.83,35.57,2024-11-02,2024-06-26,2028-05-20,110
825825889,4169690,Rewards,Blocked,12932.65,10215.68,2716.97,303.91,2024-11-13,2022-01-18,2027-10-11,971
597778620,4736456,Rewards,Expired,5339.34,3973.57,1365.77,41.4,2024-11-08,2024-09-10,2027-08-29,621
889477891,1508672,Business,Expired,31166.27,5219.59,25946.68,128.34,2024-11-08,2024-02-07,2027-10-16,714
254238816,5722003,Business,Blocked,22896.26,6281.95,16614.31,121.79,2024-11-12,2023-08-15,2026-05-16,508
412698512,1709342,Rewards,Expired,4875.85,3114.54,1761.31,37.87,2024-11-15,2022-09-01,2029-02-24,772
238342685,1200226,Business,Active,10275.73,3305.6,6970.13,75.84,2024-11-06,2024-09-22,2025-08-31,333
856958859,1570665,Business,Active,28605.21,1319.31,27285.9,27.11,2024-11-11,2023-02-14,2028-09-01,399
631506946,6981200,Cashback,Expired,4169.33,2779.27,1390.06,35.17,2024-11-04,2023-10-12,2027-10-21,276
942976603,9629332,Business,Active,20556.06,9984.67,10571.39,186.06,2024-11-15,2022-07-15,2029-08-21,401
438857897,2824376,Rewards,Expired,10149.1,4738.02,5411.08,64.46,2024-11-08,2023-08-22,2028-09-12,194
310604160,1033113,Cashback,Active,8218.66,139.31,8079.35,25.0,2024-11-05,2024-02-09,2027-10-11,268
319401816,3463476,Business,Expired,18042.55,4476.22,13566.33,86.18,2024-11-05,2023-01-25,2027-06-20,736
578132862,8077121,Cashback,Expired,4249.48,517.78,3731.7,25.0,2024-11-03,2024-02-07,2025-04-24,183
632430293,6671809,Rewards,Blocked,12258.23,5526.34,6731.89,56.74,2024-11-06,2023-06-11,2027-11-05,796
427178842,6616568,Cashback,Active,1388.7,517.52,871.18,25.0,2024-11-12,2023-07-15,2029-05-26,321
648318144,7704457,Rewards,Blocked,5748.46,331.4,5417.06,25.0,2024-11-05,2023-09-30,2028-10-27,273
960797068,2909727,Cashback,Expired,13692.31,7199.33,6492.98,74.75,2024-11-01,2023-06-18,2028-01-25,639
828571403,1419359,Rewards,Expired,6860.39,5230.4,1629.99,62.59,2024-11-12,2023-03-04,2027-03-22,462
791854933,3321393,Rewards,Blocked,8042.17,4824.62,3217.55,49.55,2024-11-15,2023-07-22,2027-09-02,771
444948016,4577554,Cashback,Active,1654.12,779.36,874.76,25.0,2024-11-06,2024-11-11,2028-01-23,396
847765686,1397007,Cashback,Expired,12722.59,846.95,11875.64,25.0,2024-11-13,2023-07-30,2028-01-20,901
130745653,7224085,Cashback,Active,6898.81,2880.7,4018.11,75.61,2024-11-14,2022-03-01,2025-08-19,245
962788116,8907161,Business,Active,40872.55,31100.93,9771.62,619.43,2024-11-07,2023-06-02,2025-03-07,503
486833897,8154969,Rewards,Expired,14825.72,265.42,14560.3,25.0,2024-11-03,2022-08-06,2025-10-20,743
245093712,1948150,Rewards,Blocked,9125.96,2270.9,6855.06,38.34,2024-11-10,2022-03-11,2029-07-24,131
894047502,4770000,Business,Expired,27065.39,9195.66,17869.73,143.17,2024-11-03,2023-03-29,2028-02-04,271
458250814,2854432,Cashback,Expired,2149.87,455.25,1694.62,25.0,2024-11-06,2023-05-09,2028-12-10,279
470762029,9679392,Rewards,Expired,6607.78,3239.86,3367.92,78.13,2024-11-06,2024-04-09,2024-12-15,709
331693737,4684219,Business,Active,15609.99,10741.23,4868.76,296.84,2024-11-05,2022-05-23,2024-12-13,830
765168511,4143728,Business,Blocked,40523.54,5356.29,35167.25,108.73,2024-11-05,2023-11-16,2029-10-06,533
417144566,6476507,Business,Blocked,20105.98,5769.94,14336.04,79.11,2024-11-15,2024-10-02,2025-10-20,541
270390187,2664720,Rewards,Active,12635.48,6294.66,6340.82,141.95,2024-11-10,2022-05-05,2027-02-27,506
599918234,1397007,Rewards,Expired,11082.67,1849.06,9233.61,53.77,2024-11-13,2024-04-04,2027-04-22,798
683198913,7871731,Business,Expired,29719.25,22729.32,6989.93,427.48,2024-11-02,2021-12-07,2025-07-11,297
937032501,8713002,Business,Blocked,29052.18,12852.71,16199.47,255.44,2024-11-04,2022-09-30,2028-12-10,826
561722426,1680841,Cashback,Expired,9625.05,410.52,9214.53,25.0,2024-11-12,2022-06-09,2025-12-10,945
414688418,2585719,Rewards,Expired,9402.98,4036.45,5366.53,43.97,2024-11-04,2021-11-20,2028-08-15,236
808748476,2278005,Cashback,Blocked,7162.79,5386.16,1776.63,147.18,2024-11-10,2022-12-16,2029-05-17,281
645903078,8126162,Business,Expired,34255.81,24069.71,10186.1,642.0,2024-11-15,2023-02-16,2026-05-06,537
572354216,9817825,Rewards,Blocked,7158.91,3424.32,3734.59,44.76,2024-11-06,2021-12-07,2026-11-10,922
508057753,5198387,Cashback,Blocked,8031.54,5623.03,2408.51,144.42,2024-11-15,2022-08-12,2026-06-20,727
286168451,5983135,Rewards,Expired,3327.39,813.81,2513.58,25.0,2024-11-15,2024-10-16,2028-09-20,245
902740429,8557061,Business,Active,38196.52,19538.91,18657.61,262.45,2024-11-12,2023-08-09,2028-01-23,419
405197715,9127870,Business,Expired,43998.39,4176.86,39821.53,87.3,2024-11-01,2023-07-16,2028-06-04,773
283920396,8218150,Rewards,Active,5592.37,1156.56,4435.81,34.23,2024-11-13,2023-01-08,2025-11-12,248
405590561,1673270,Business,Active,24563.99,6098.31,18465.68,112.1,2024-11-05,2023-03-15,2026-12-12,804
315301761,2977078,Rewards,Blocked,1519.28,858.58,660.7,25.0,2024-11-14,2023-10-11,2027-05-03,639
479126185,6058703,Rewards,Blocked,3741.87,2576.59,1165.28,76.04,2024-11-12,2022-11-26,2029-10-30,471
904950408,3794125,Business,Blocked,11677.1,7886.77,3790.33,113.22,2024-11-07,2023-09-28,2028-07-03,473
490060586,7276239,Business,Blocked,33274.68,10680.67,22594.01,291.49,2024-11-03,2023-10-10,2029-09-10,872
346226451,8763636,Business,Expired,28671.28,4626.98,24044.3,82.31,2024-11-09,2022-01-12,2029-07-17,828
715788919,4386825,Rewards,Active,8524.94,252.38,8272.56,25.0,2024-11-04,2023-10-07,2027-02-09,694
567838681,3402324,Cashback,Blocked,5241.29,2911.99,2329.3,67.0,2024-11-09,2022-06-30,2029-06-25,231
378552954,7803557,Cashback,Expired,4656.33,351.4,4304.93,25.0,2024-11-11,2023-10-04,2026-04-14,836
961821146,6530945,Cashback,Expired,8582.54,4457.57,4124.97,116.49,2024-11-08,2024-07-28,2029-10-04,228
441664472,7404254,Rewards,Active,10325.75,7509.0,2816.75,84.02,2024-11-15,2022-04-20,2028-12-08,786
897170875,8986773,Cashback,Expired,9274.23,5752.71,3521.52,83.23,2024-11-10,2022-05-16,2025-12-12,712
219561078,7118624,Business,Blocked,49302.64,30863.05,18439.59,507.88,2024-11-14,2022-02-19,2029-06-13,330
599632603,5194752,Cashback,Expired,9906.84,7227.01,2679.83,106.52,2024-11-13,2022-07-19,2027-04-20,550
843870651,8552001,Rewards,Active,1490.62,349.93,1140.69,25.0,2024-11-08,2024-06-25,2026-03-25,754
389020090,4815475,Rewards,Expired,9005.05,4050.71,4954.34,60.16,2024-11-04,2024-01-01,2029-06-29,551
559685333,5306412,Rewards,Expired,14910.92,1666.72,13244.2,32.64,2024-11-13,2022-10-23,2026-02-18,290
734444672,5553056,Business,Expired,46608.03,1043.15,45564.88,29.82,2024-11-09,2023-05-06,2025-12-07,917
226204064,7283088,Rewards,Blocked,9306.9,2161.12,7145.78,62.87,2024-11-06,2021-12-15,2028-08-30,501
352205283,5034253,Rewards,Active,9016.94,2835.85,6181.09,83.91,2024-11-13,2023-02-20,2025-01-11,392
725013009,5046876,Rewards,Expired,5258.77,2305.1,2953.67,50.04,2024-11-07,2023-04-13,2025-05-09,568
571236512,7283088,Cashback,Active,10599.03,1681.81,8917.22,50.28,2024-11-09,2023-04-11,2026-02-11,610
477554410,5811203,Business,Active,14092.71,8392.85,5699.86,126.72,2024-11-04,2022-07-24,2027-07-19,237
108754751,3639051,Cashback,Active,12381.78,4577.73,7804.05,116.05,2024-11-03,2021-12-02,2027-08-11,931
482405310,6549638,Cashback,Blocked,6263.97,3965.74,2298.23,59.25,2024-11-10,2024-02-24,2026-12-23,110
507595298,8189682,Rewards,Active,7781.58,3332.67,4448.91,95.97,2024-11-12,2023-02-01,2027-04-22,647
